<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/379582>	"Ailuridae"	<http://identifiers.org/taxonomy/9649>	"Ailurus fulgens"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435476>	"Rattus sp. ABTC 49292"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435477>	"Rattus sp. ABTC 49306"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435478>	"Rattus sp. ABTC 64906"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435479>	"Rattus sp. ABTC 64907"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435480>	"Rattus sp. ABTC 64908"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435481>	"Rattus sp. ABTC 64909"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435482>	"Rattus sp. ABTC 64910"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435483>	"Rattus sp. ABTC 8529"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435484>	"Rattus sp. ABTC 8536"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435485>	"Rattus sp. ABTC 8540"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1003228>	"Rattus sp. BOLD:AAA5929"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1003854>	"Rattus sp. BOLD:AAB2208"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1003226>	"Rattus sp. BOLD:AAB2209"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1003229>	"Rattus sp. BOLD:AAB6757"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1003230>	"Rattus sp. BOLD:AAE2315"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1003227>	"Rattus sp. BOLD:AAH3526"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1003231>	"Rattus sp. BOLD:AAH3528"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1078249>	"Rattus sp. LMB-2011"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1383892>	"Rattus sp. R3 AL-2013"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/858504>	"Rattus sp. R3 MP-2010"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/490373>	"Rattus sp. RIL2R"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/68896>	"Rattus sp. T-612"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/472763>	"Rattus steini"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/35732>	"Rattus tanezumi"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/83755>	"Rattus tiomanicus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/10121>	"Rattus tunneyi"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/472764>	"Rattus verecundus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/10122>	"Rattus villosissimus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/2316664>	"Rhabdomys bechuanae"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/996586>	"Rhabdomys dilectus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/121573>	"Rhabdomys pumilio"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/186474>	"Rhombomys opimus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1217596>	"Rhynchomys banahao"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/238000>	"Rhynchomys isarogensis"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1217597>	"Rhynchomys soricoides"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1217598>	"Rhynchomys tapulao"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1268277>	"Saxatilomys paulinae"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/298884>	"Sekeetamys calurus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1078248>	"Solomys ponceleti"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442621>	"Solomys salebrosus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1795471>	"Sommeromys macrorhinos"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1217600>	"Soricomys kalinga"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1217601>	"Soricomys leonardocoi"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1217602>	"Soricomys montanus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1217603>	"Soricomys musseri"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1036333>	"Srilankamys ohiensis"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/485440>	"Stenocephalemys albipes"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/89458>	"Stenocephalemys albocaudata"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/2042647>	"Stenocephalemys cf. ruppi LAV1626"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/2042648>	"Stenocephalemys cf. ruppi LAV1631"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/2042649>	"Stenocephalemys cf. ruppi LAV1646"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/2042650>	"Stenocephalemys cf. ruppi LAV1659"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/2042651>	"Stenocephalemys cf. ruppi LAV1660"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/2042652>	"Stenocephalemys cf. ruppi LAV1668"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/89457>	"Stenocephalemys griseicauda"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/2042654>	"Stenocephalemys sp. 'pseudogriseicauda'"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/2042658>	"Stenocephalemys sp. A AB-2017"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/2501383>	"Stenocephalemys sp. A DK-2019"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/34856>	"Stochomys longicaudatus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/2021950>	"Sundamys annandalei"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1936103>	"Sundamys infraluteus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/2021985>	"Sundamys maxi"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/83761>	"Sundamys muelleri"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1405180>	"Taeromys celebensis"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/349713>	"Tarsomys apoensis"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1795474>	"Tateomys macrocercus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1795476>	"Tateomys rhinogradoides"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/186471>	"Tatera indica"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/270677>	"Tatera sp. AD254"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/270680>	"Tatera sp. AD255"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/644972>	"Tatera sp. IIB-2009a"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/309715>	"Tatera sp. KE102"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/309716>	"Tatera sp. KIK1703"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/309717>	"Tatera sp. KIK1704"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/347532>	"Tatera sp. TTS-2005"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/298888>	"Taterillus arenarius"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/163696>	"Taterillus emini"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/298890>	"Taterillus gracilis"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1041112>	"Taterillus petteri"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/298889>	"Taterillus pygargus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/186472>	"Taterillus sp. PC2002"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/309720>	"Taterillus sp. R13090"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/371827>	"Thallomys loringi"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/371826>	"Thallomys nigricauda"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/332673>	"Thallomys paedulcus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1890065>	"Thallomys sp."
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/2028313>	"Thallomys sp. SJS-2017"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1261107>	"Thallomys sp. VN-2012"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1890067>	"Thamnomys kempi"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1890066>	"Thamnomys sp."
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/742503>	"Tokudaia muenninki"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/73109>	"Tokudaia osimensis"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/742508>	"Tokudaia tokunoshimensis"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1305945>	"Tonkinomys daovantieni"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/41272>	"Uranomys ruddi"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/485403>	"Uranomys sp. TZ-11125"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/485402>	"Uranomys sp. TZ-11126"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442622>	"Uromys anak"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/36800>	"Uromys caudimaculatus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/36799>	"Uromys hadrourus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/301547>	"Uromys neobritanicus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/2028311>	"Vandeleuria oleracea"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/491878>	"Vandeleuria sp. KCR-2008"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/2073147>	"Vernaya fulva"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1478024>	"Waiomys mamasae"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/337226>	"Xeromys myoides"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/209873>	"Zelotomys hildegardeae"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/337230>	"Zyzomys argurus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442623>	"Zyzomys maini"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/2303643>	"Zyzomys palatalis"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442625>	"Zyzomys pedunculatus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442626>	"Zyzomys woodwardi"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1378062>	"mouse-rat heterokaryon"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1775465>	"mouse-rat synkaryon"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/129386>	"mouse/rat NG108-15"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10155>	"Myocastoridae"	<http://identifiers.org/taxonomy/10157>	"Myocastor coypus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/337673>	"Nesomyidae"	<http://identifiers.org/taxonomy/70596>	"Beamys hindei"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/337673>	"Nesomyidae"	<http://identifiers.org/taxonomy/2028299>	"Beamys major"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/337673>	"Nesomyidae"	<http://identifiers.org/taxonomy/107270>	"Brachytarsomys albicauda"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/337673>	"Nesomyidae"	<http://identifiers.org/taxonomy/2028300>	"Brachytarsomys villosa"
